Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Tasco,CFR - Schedule III - Statement of Expenditures,KACHY WERSINGER,649 CARVER ST,649 CARVER ST  PHILA PA 19120,8/5/2008,$30.00 ,TICKETS REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,"HARMONY IMAGE PRODUCITON, INC",217 PELHAM ROAD,217 PELHAM ROAD  PHILADELPHIA PA 19119,4/7/2008,$25.00 ,1 TICKET,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,Col. Charles Young,1012 E. Ellet St.,1012 E. Ellet St.  Phila PA 19150,2/7/2008,$100.00 ,2 Tickets,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Stanley Visack,1736 South 10th Street,1736 South 10th Street  Philadelphia PA 19148,6/6/2008,$50.00 ,contribution/goretti,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 North Peach Street,151 North Peach Street  Philadelphia PA 19139,7/3/2008,$100.00 ,reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 North Peach Street,151 North Peach Street  Philadelphia PA 19139,12/19/2008,$84.82 ,Reimbursement,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Thomas Massaro,1835 Arch St,1835 Arch St Loft 1611 Philadelphia PA 191032791,5/15/2008,$792.23 ,Reimbursment,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,THOMAS JENKINS,2280 PETER CHEESEMAN RD,2280 PETER CHEESEMAN RD  SICKLERVIILE NJ 8081,6/11/2008,$200.00 ,,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,THE PUBLIC RECORD,1323 S BROAD ST,1323 S BROAD ST  PHILA PA 19147,12/23/2008,$85.00 ,,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,STUART GRAAM,,,1/7/2008,$328.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Sarah Sachdev,871 North Judson Street,871 North Judson Street  Philadelphia PA 19130,8/15/2008,$100.95 ,Reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Sarah Putnam,871 North Judson Street,871 North Judson Street  Philadelphia PA 19130,1/2/2008,$160.50 ,reimbursement,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,SANDRA MCARTHUR,,,9/25/2008,$28.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,SAFIYA MOHAMMED,6 WILDFLOWER CR,6 WILDFLOWER CR  NEWARK DE 19702,10/21/2008,"$1,000.00 ",OPEN CLASSROOM,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,RON BENNETT,,   PA ,11/11/2008,$70.00 ,,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Review Bristol,information requested,information requested    ,4/14/2008,$49.00 ,service fee,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,PARAMOUNT EVENTS,,,12/23/2008,$100.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,PANDORA WOODS,,,5/13/2008,"$1,100.00 ",REIMBURSEMENT,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando F. Rendon,2257 N. 5th Street,2257 N. 5th Street  Philadelphia PA 19133,6/23/2008,$94.50 ,2008 Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando F. Rendon,2257 N. 5th Street,2257 N. 5th Street  Philadelphia PA 19133,11/16/2008,$70.00 ,2008 Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando F. Rendon,2257 N. 5th Street,2257 N. 5th Street  Philadelphia PA 19133,4/7/2008,$60.70 ,2008 Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando F. Rendon,2257 N. 5th Street,2257 N. 5th Street  Philadelphia PA 19133,9/22/2008,$50.00 ,2008 Supplies,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Newpotspecial(Front & Lehigh),101 West Lehigh Ave.,101 West Lehigh Ave.  Philadelphia PA 19133,6/9/2008,$50.00 ,2008 Activities,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Mr. Tim Gerard,City Hall Rm 562,City Hall Rm 562  Philadelphia PA 19103,2/29/2008,$66.44 ,Reimbursement,Miscellaneous & Unclear,
O'Neill,CFR - Schedule III - Statement of Expenditures,Mr. Tim Gerard,City Hall Rm 562,City Hall Rm 562  Philadelphia PA 19103,4/14/2008,$19.00 ,Reimbursement,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Modells,907 Market Street,907 Market Street  Philadelphia PA 19107,9/15/2008,$89.75 ,2008 Activities,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,MIKE BEBEE,,,1/18/2008,$100.00 ,WORKER,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,MARIAN TASCO,1000 E VERNON RD,1000 E VERNON RD  PHILA PA 19150,10/9/2008,$375.00 ,REIMBURSTMENT FOR DUES,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,MARIAN TASCO,1000 E VERNON RD,1000 E VERNON RD  PHILA PA 19150,8/20/2008,$100.00 ,,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Margarita Principe,235 W. Cecil B. Moore Avenue,235 W. Cecil B. Moore Avenue  Philadelphia PA 19122,9/18/2008,$280.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Margarita Principe,235 W. Cecil B. Moore Avenue,235 W. Cecil B. Moore Avenue  Philadelphia PA 19122,9/22/2008,$220.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,5/4/2008,$650.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,1/7/2008,$500.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,12/4/2008,$200.00 ,2008 Activities,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,Lauren Vidas,1508 Montrose St,1508 Montrose St  Philadelphia PA 191462115,12/17/2008,$113.28 ,reimbursement,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,KATHELINE DOUGHERTY,,,1/18/2008,$100.00 ,WORKER,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Juniata News,P.O. Box 15336,P.O. Box 15336  Philadelphia PA 19111,5/4/2008,$85.00 ,2008 Supplies,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,John O'Connor,3806 Inwood Lane,3806 Inwood Lane  Philadelphia PA 19154,2/8/2008,$100.00 ,reimbursement,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,JOAN MYERS BROWN,,   PA ,9/18/2008,$320.00 ,REIMBURSTMENT,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,JEFFREY FELDER,882 BUDD ST,882 BUDD ST  PHILA PA ,3/11/2008,"$1,000.00 ",REIMBURSEMENT,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,JASON LEWIS,,,8/19/2008,$192.95 ,REIMBURSEMENT,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,HRC Denver,"500 16th Street Mall, Suite 120","500 16th Street Mall, Suite 120  Denver CO 80202",8/29/2008,$67.00 ,2008 Activities,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Helen Brown,1844 n 23rd st,1844 n 23rd st  Phila PA 19121,10/22/2008,$96.00 ,reimbursement,Miscellaneous & Unclear,
Oh,CFR - Schedule III - Statement of Expenditures,HEE SUN OH,5813 THOMAS AVENUE,5813 THOMAS AVENUE  PHILADELPHIA PA 19154,5/30/2008,$500.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,FRED MAUTASO,,,9/4/2008,$100.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,FRANCES MCDONALD,,   PA ,10/20/2008,$10.60 ,CONTRIBUTION,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,FELISHA HARRIS,,,9/6/2008,$95.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Eimeke,,   PA ,12/9/2008,$691.33 ,Christmas Card,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,DWAYNE TERRY,429 S 48TH STREET,429 S 48TH STREET APT 402 PHILADELPHIA PA 19143,4/1/2008,$283.61 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,DUWAYNE TERRY,,   PA ,12/10/2008,$150.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,DUWAYNE TERRY,429 S 48TH ST,429 S 48TH ST  PHILA PA 19143,7/16/2008,$107.30 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,DUWAYNE TERRY,,   PA ,8/13/2008,$100.00 ,,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,DUWAYNE TERRY,RM 577 CITHT HALL,RM 577 CITHT HALL  PHILA PA 19107,11/10/2008,$55.70 ,REIMBURSTMENT,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,1/2/2008,"$4,039.84 ",reimbrusement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,9/10/2008,"$2,186.87 ",Expenses,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,12/3/2008,"$1,916.60 ",Reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,1/30/2008,$860.35 ,reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,3/3/2008,$411.78 ,Reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,3/20/2008,$301.20 ,reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Deborah Mahler,7500 Fowler Street,7500 Fowler Street  Philadelphia PA 19128,4/1/2008,$291.95 ,reimbursement,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,David Grasso,111 South 15th Street,111 South 15th Street  Philadelphia PA 19102,4/10/2008,"$2,500.00 ",Reimbusement,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,"DAVID FORDE, JR",,,8/19/2008,$238.84 ,REIMBURSEMENT,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,David Dineberg,30 South 15th Streer,30 South 15th Streer  Philadelphia PA 19102,4/10/2008,"$2,500.00 ",Reimbursement,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Curtis wilkerson,484 City Hall,484 City Hall  Phila PA 19107,5/9/2008,$121.00 ,reimbursement City Yera,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5436 Wyndale Avenue,5436 Wyndale Avenue  Philadelphia PA 19131,1/12/2008,$175.00 ,Reimbursement,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,CRYSTAL JACOBS,ROOM 522 CITY HALL,ROOM 522 CITY HALL  PHILA PA 19107,7/28/2008,$400.00 ,CAMERA,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,Crystal Jacobs,425 High St,425 High St  Phila PA 19144,1/31/2008,$56.20 ,reimbursement,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,CRYSTAL JACOBS,RM 577 CITY HALL,RM 577 CITY HALL  PHILA PA 19107,9/11/2008,$32.25 ,REIMBUSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,CRYSTAL JACOB,425 E HIGH STREET,425 E HIGH STREET  PHILADELPHIA PA 19144,1/4/2008,$141.07 ,REIMBURSEMENT,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,CRAIG MCLAURIN,,,1/28/2008,$263.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,CLARA MUHAMMAD,,   PA ,11/20/2008,$350.00 ,REIMBURSTMENT,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,City Of Philadelphia,Department of Finance P.O. Box 56318,Department of Finance P.O. Box 56318  Philadelphia PA 19130,4/9/2008,$375.00 ,2008 Activities,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Bruce Webb,,   PA ,10/26/2008,$100.00 ,reimbursement,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,BJ'S WHOLESALE,,,5/7/2008,$356.08 ,COMSUMABLES,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,BABETTE SHERIDAN KNOX,,   PA ,5/22/2008,$60.00 ,,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,AOL Travel,AOL Travel Reservation ID 757180807582,AOL Travel Reservation ID 757180807582    ,8/4/2008,$7.00 ,2008 Meeting Expenses,Miscellaneous & Unclear,
Brown,CFR - Schedule III - Statement of Expenditures,ANNETTE DAVIS,,,2/8/2008,$100.00 ,WORKER,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,American Express,P.O. Box 1220,P.O. Box 1220  Newark NJ 7101,1/15/2008,"$8,332.51 ",Ellection Expenses,Miscellaneous & Unclear,
Blackwell,CFR - Schedule III - Statement of Expenditures,AMERICAN EXPRESS,,,11/12/2008,"$2,314.03 ",EXPENSES- REIMBURSEMENT,Miscellaneous & Unclear,
Jones,CFR - Schedule III - Statement of Expenditures,AL SPIVEY,3510 SCOTT LANE,3510 SCOTT LANE  PHILADELPHIA PA 19129,11/3/2008,$500.00 ,REIMBURSEMENT,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,AC REPRO,18 CHESTNUT ST,18 CHESTNUT ST  PHILA PA ,5/28/2008,$429.07 ,TO BE REIMBURSED FROM NLC,Miscellaneous & Unclear,
Clarke,CFR - Schedule III - Statement of Expenditures,Zenobia Harris,484 City Hall,484 City Hall  `Phila PA 19107,12/8/2008,$106.29 ,484 City Hall,Miscellaneous & Unclear,
Tasco,CFR - Schedule III - Statement of Expenditures,TEEN SHOP,,   PA ,7/14/2008,$500.00 ,SPONSING STUDENT,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Target,2701 Castor Avenue,2701 Castor Avenue  Philadelphia PA 19134,6/16/2008,$149.80 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Target,2701 Castor Avenue,2701 Castor Avenue  Philadelphia PA 19134,8/25/2008,$49.28 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Target,2701 Castor Avenue,2701 Castor Avenue  Philadelphia PA 19134,12/16/2008,$31.14 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Stewart Graham,,,1/7/2008,$348.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Ray Murphy,10902 Jolly Way,10902 Jolly Way  Kensington MD 20895,11/24/2008,$500.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Quetcy Lozada,4323 Palmetto Street,4323 Palmetto Street  Philadelphia PA 19124,9/22/2008,$311.97 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Quetcy Lozada,4323 Palmetto Street,4323 Palmetto Street  Philadelphia PA 19124,12/15/2008,$71.95 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Juan Vasquez,,,11/2/2008,$300.00 ,2008 Activities,Miscellaneous & Unclear,
Sanchez,CFR - Schedule III - Statement of Expenditures,Josh Uretsky,506 N. Church Street,506 N. Church Street  West Chester PA 19380,10/21/2008,$200.00 ,2008 Activities,Miscellaneous & Unclear,
Kenney,CFR - Schedule III - Statement of Expenditures,Richard Keller,6636 Washington Blvd. #99,6636 Washington Blvd. #99  Elkridge MD 21075,6/6/2008,$37.33 ,contribution,Miscellaneous & Unclear,
Green,CFR - Schedule III - Statement of Expenditures,The Happy Rooster,118 S 16th St,118 S 16th St  Philadelphia PA 191022821,7/8/2008,$50.80 ,food for campaign meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,The Clark's Group,915 3rd Ave,915 3rd Ave  New York NY 100223767,12/15/2008,$14.00 ,food - PA Society,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Tap 1180,1180 Peachtree St NE,1180 Peachtree St NE  Atlanta GA 303093531,9/26/2008,$82.04 ,food for Leadership Exchange,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Sweet Lucy's,7500 State Road,7500 State Road  Philadelphia PA 19136,9/18/2008,$28.84 ,Meal Expense,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Sweet Lucy's,7500 State Road,7500 State Road  Philadelphia PA 19136,9/15/2008,$20.33 ,Meal Expense,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,St. Stephen's Green Irish Pub and Restaurant,1701 Green St,1701 Green St  Philadelphia PA 191303997,12/16/2008,$87.71 ,campaign meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Spasso Italian Grille,34 S Front St,34 S Front St  Philadelphia PA 191063019,11/18/2008,$274.97 ,campaign meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Spasso Italian Grille,34 S Front St,34 S Front St  Philadelphia PA 191063019,12/3/2008,$175.44 ,campaign meeting,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Spasso Italian Grill,34 S. Front Street,34 S. Front Street  Philadelphia PA 19107,12/8/2008,$175.00 ,2008 Meeting Expenses,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,South City Kitchen,1144 Crescent Ave NE,1144 Crescent Ave NE  Atlanta GA 303093649,9/24/2008,$36.00 ,food at Leadership Exchange,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,South City Kitchen,1144 Crescent Ave NE,1144 Crescent Ave NE  Atlanta GA 303093649,9/24/2008,$11.72 ,food at Leadership Exchange,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Slack's Hoagie Shack,2499 Aramingo Ave.,2499 Aramingo Ave.  Philadelphia PA 19125,4/14/2008,$45.79 ,2008 Meeting Expenses,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Slack's Hoagie Shack,2499 Aramingo Ave.,2499 Aramingo Ave.  Philadelphia PA 19125,6/2/2008,$42.79 ,2008 Meeting Expenses,"Wining, Dining & Entertaining",
Sanchez,CFR - Schedule III - Statement of Expenditures,Sassafras Cafe,48 S. 2nd Street,48 S. 2nd Street  Philadelphia PA 19106,11/20/2008,$40.00 ,2008 Meeting Expenses,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Sassafras Caf?,48 S 2nd St,48 S 2nd St  Philadelphia PA 191062810,11/25/2008,$39.00 ,campaign meeting,"Wining, Dining & Entertaining",
Green,CFR - Schedule III - Statement of Expenditures,Sassafras Caf?,48 S 2nd St,48 S 2nd St  Philadelphia PA 191062810,11/25/2008,$18.00 ,campaign meeting,"Wining, Dining & Entertaining",
Kenney,CFR - Schedule III - Statement of Expenditures,Sarah Sachdev,871 North Judson Street,871 North Judson Street  Philadelphia PA 19130,7/3/2008,$28.43 ,reimbursement lunch mtg.,"Wining, Dining & Entertaining",
O'Neill,CFR - Schedule III - Statement of Expenditures,Salento Restaurant,2216 Walnut Street,2216 Walnut Street  Philadelphia PA 19103,2/7/2008,$120.83 ,Meal Expense,"Wining, Dining & Entertaining",
